Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
23.7,26.272,585.2,749.2,0.0047641630241641395,1
23.718000000000004,26.29,578.4,760.4,0.00477266099212519,1
23.73,26.23,572.666666666667,769.666666666667,0.00476515255246541,1
23.7225,26.125,493.75,774.75,0.00474377335599685,1
23.754,26.2,488.6,779.0,0.00476659399998615,1
23.76,26.26,568.666666666667,790.0,0.00477933243163454,1
23.73,26.29,536.333333333333,798.0,0.004776136332748921,1
23.754,26.29,509.0,797.0,0.00478309370839038,1
23.754,26.35,476.0,803.2,0.0047940939966204105,1
23.736,26.39,510.0,809.0,0.00479618871038935,1
23.745,26.445,481.5,815.25,0.00480888622067716,1
23.7,26.56,481.8,824.0,0.0048167933677358,1
23.7,26.6,475.25,832.0,0.0048241038367487395,1
23.7,26.7,469.0,845.333333333333,0.004842380755335629,1
23.7,26.774,464.0,852.4,0.00485590636128976,1
23.7,26.89,464.0,861.0,0.00487710983719076,1
23.7,26.9725,455.0,880.0,0.004892190768364,1
23.6,26.89,454.0,891.0,0.00484759441396992,1
23.64,26.976,458.0,897.6,0.0048750447811301,1
23.65,27.05,464.0,900.5,0.004891491589296229,1
23.64,27.1,473.0,908.8,0.004897630243458229,1
23.6,27.16,464.0,918.0,0.00489665184522539,1
23.6,27.236,498.4,925.2,0.00491046198855591,1
23.6,27.29,530.2,929.4,0.0049202748285747,1
23.6,27.33,533.6,936.4,0.00492754379701558,1
23.6,27.34,524.25,950.0,0.0049293610654639,1
23.625,27.3925,498.666666666667,961.0,0.00494640574744149,1
23.6,27.39,516.333333333333,963.0,0.00493844756573873,1
23.6,27.412,501.2,958.6,0.00494244570930318,1
23.6,27.5,522.0,965.333333333333,0.00495843879351724,1
23.6,27.525,520.5,979.25,0.00496298243218165,1
23.6,27.6,505.28571428571405,978.428571428571,0.0049766137433226295,1
23.6,27.6,488.333333333333,983.0,0.0049766137433226295,1
23.6,27.54,512.0,992.6,0.00496570864699156,1
23.6,27.6,511.0,997.2,0.0049766137433226295,1
23.6166666666667,27.6333333333333,501.5,999.5,0.00498771842139186,1
23.6666666666667,27.7,503.666666666667,1001.0,0.00501505086095386,1
23.6,27.7,483.166666666667,1009.5,0.00499478974690881,1
23.6,27.7225,483.5,1019.0,0.0049988794929492295,1
23.6,27.79,473.0,1021.0,0.00501114905119468,1
23.6,27.856666666666698,470.333333333333,1024.66666666667,0.00502326760476436,1
23.6,27.804285714285697,480.142857142857,1030.42857142857,0.00501374584466786,1
23.575,27.79,464.0,1026.25,0.0050035447484533604,1
23.54,27.81,474.4,1028.0,0.00499653801060323,1
23.6,27.978,470.0,1034.8,0.00504532457442066,1
23.525,28.0,454.0,1055.5,0.00502636675819462,1
23.5,27.978,454.0,1055.25,0.0050147597241768,1
23.5,28.0,454.0,1050.0,0.00501873480786954,1
23.5,28.0,454.0,1051.25,0.00501873480786954,1
23.5,28.0,445.0,1053.6,0.00501873480786954,1
23.5,28.0,439.0,1055.5,0.00501873480786954,1
23.5,28.025,444.25,1055.0,0.00502325200960961,1
23.445,28.125,454.75,1059.5,0.00502449114747957,1
23.39,28.18,455.8,1060.0,0.005017582274385229,1
23.39,28.2,451.6,1073.6,0.005021172116350729,1
23.39,28.2,451.6,1078.6,0.005021172116350729,1
23.39,28.2,454.75,1081.0,0.005021172116350729,1
23.39,28.2225,454.75,1082.0,0.00502521073769626,1
23.39,28.373333333333303,457.5,1088.83333333333,0.00505228580200481,1
23.37,28.39,464.0,1090.6,0.005049129542326371,1
23.39,28.323333333333302,464.0,1086.0,0.005043310383489479,1
23.373333333333303,28.445,464.0,1092.5,0.00506001703431877,1
23.39,28.5,471.5,1103.75,0.005075024678928171,1
23.323333333333302,28.5,475.666666666667,1104.5,0.0050544759894773,1
23.365,28.5,471.5,1103.5,0.00506731029811295,1
23.29,28.5,467.75,1112.0,0.00504422920396206,1
23.306666666666697,28.533333333333303,466.5,1105.66666666667,0.005055303974300989,1
23.29,28.7,464.0,1104.0,0.0050799164023321705,1
23.29,28.7,467.0,1117.2,0.0050799164023321705,1
23.29,28.675,467.75,1121.25,0.00507545528038826,1
23.29,28.6166666666667,466.5,1115.66666666667,0.00506504624269139,1
23.29,28.66,459.0,1120.0,0.00507277863768927,1
23.29,28.55,464.0,1123.75,0.0050531506227436,1
23.29,28.6,470.0,1116.0,0.0050620722953919105,1
23.272,28.6,464.0,1126.8,0.00505652695304372,1
23.2,28.4175,464.0,1112.75,0.00500201570843155,1
23.23,28.5,449.0,1104.5,0.0050258311747689,1
23.29,28.5,464.0,1108.0,0.00504422920396206,1
23.215,28.6333333333333,462.333333333333,1127.83333333333,0.00504492264821108,1
23.2,28.6,469.0,1128.75,0.005034399152374879,1
23.2,28.65,469.0,1124.25,0.00504327191257943,1
23.2,28.62,469.0,1130.4,0.0050379482263243,1
23.2,28.7,464.0,1138.0,0.00505214492389298,1
23.2,28.7,456.5,1144.0,0.00505214492389298,1
23.2,28.718000000000004,457.0,1140.0,0.0050553392694394,1
23.2,28.79,450.25,1139.25,0.00506811697708606,1
23.2,28.79,446.0,1167.33333333333,0.00506811697708606,1
23.14,28.79,451.6,1159.6,0.00504961840975861,1
23.15,28.89,454.75,1157.75,0.00507039060666789,1
23.15,28.89,448.0,1159.5,0.00507039060666789,1
23.18,28.83,444.0,1156.4,0.00506903438932986,1
23.1166666666667,28.945,444.0,1160.0,0.0050698094671644605,1
23.14,28.956,444.0,1169.8,0.00507897170322202,1
23.1,29.0,444.0,1176.16666666667,0.00507436212642666,1
23.1,29.075,444.0,1175.25,0.00508759281801227,1
23.1,28.918000000000003,444.0,1166.6,0.00505989720917094,1
23.1,27.925,444.0,1140.25,0.0048847835460129,1
23.06,27.772,444.0,1089.2,0.00484597890696344,1
23.02,27.555999999999997,435.0,1042.6,0.00479628399598345,1
23.01,27.818833333333302,432.0,1051.1,0.00483943509812856,1
23.0,28.0816666666667,429.0,1059.6,0.004882537915140921,1
23.0,27.956,429.0,1064.6,0.0048605176079969895,1
22.981666666666698,27.908333333333303,429.0,1061.66666666667,0.00484674149485762,1
23.0,27.926666666666698,429.0,1058.33333333333,0.00485537781204804,1
23.0,28.018,429.0,1061.6,0.00487138154496758,1
22.981666666666698,28.0666666666667,429.0,1070.33333333333,0.0048744541729969105,1
22.945,28.1,429.0,1074.0,0.00486938124670424,1
23.0,28.1,429.0,1086.25,0.0048857505561061,1
22.956,28.2,429.0,1089.6,0.00489012795696835,1
22.9725,28.1,429.0,1085.0,0.00487755984259212,1
22.945,28.1333333333333,429.0,1085.0,0.0048752027736280795,1
23.0,28.2,429.0,1088.0,0.0049032746319414705,1
22.945,28.2,429.0,1091.75,0.00488684615185727,1
23.0,28.1333333333333,429.0,1091.33333333333,0.00489159180585966,1
22.912,28.1,429.0,1088.2,0.00485958290505565,1
22.89,28.1,429.0,1087.5,0.00485306034574781,1
22.89,27.956,432.0,1079.2,0.00482799752977294,1
22.865,27.84,432.75,1077.25,0.0048004764264941895,1
22.873333333333303,27.6833333333333,439.0,1064.16666666667,0.0047756842425233795,1
22.873333333333303,27.6,429.0,1056.4,0.0047611982687734205,1
22.89,27.6,432.75,1043.6,0.0047660452801114705,1
22.815,27.445,432.75,1039.5,0.0047174223493656,1
22.84,27.373333333333303,436.5,1028.66666666667,0.00471219953995305,1
22.79,27.365,438.0,1020.4,0.00469639044961084,1
22.79,27.2,444.0,1018.0,0.0046678605840467895,1
22.79,27.1714285714286,435.428571428571,1015.14285714286,0.00466292061142762,1
22.79,27.0666666666667,434.0,1006.3333333333301,0.00464480804480218,1
22.79,27.02,432.0,1002.6,0.00463674005674535,1
22.772,26.934,438.0,993.2,0.00461679349309269,1
22.76,26.823333333333302,439.0,983.333333333333,0.00459431462064815,1
22.7,26.754,432.0,976.2,0.00456558276701595,1
22.7225,26.7,432.75,980.75,0.00456256926364279,1
22.7,26.6833333333333,434.0,971.333333333333,0.004553435185152529,1
22.7,26.533333333333303,444.0,966.666666666667,0.00452765178461813,1
22.7,26.463333333333303,444.0,963.0,0.00451562025722854,1
22.7,26.445,441.5,952.333333333333,0.0045124692192727795,1
22.7,26.34,444.0,948.0,0.0044944229761162205,1
22.7,26.26,444.0,945.0,0.00448067415529907,1
22.7,26.2,441.0,941.6,0.004470362935695939,1
22.7,26.16,438.0,929.8,0.00446348897786061,1
22.7,26.02,441.0,923.8,0.00443943131332927,1
22.7,26.1,440.25,919.0,0.0044531783239453206,1
22.7,26.0,439.0,918.25,0.0044359946549457,1
22.7,25.934,438.0,919.4,0.00442465394980727,1
22.7,25.926666666666698,439.0,927.333333333333,0.00442339389680503,1
22.7,25.815,432.75,920.25,0.004404207352361271,1
22.68,25.772,432.0,902.4,0.00439144943150097,1
22.64,25.695999999999998,429.0,904.4,0.00436771760822153,1
22.6,25.575,429.0,897.0,0.004336390100729621,1
22.6666666666667,25.6,429.0,892.0,0.00435838319402606,1
22.6,25.525,433.5,882.5,0.004327853321560621,1
22.62,25.476,436.2,887.2,0.004324772123037971,1
22.625,25.55,442.5,889.25,0.00433874780423475,1
22.6,25.39,443.4,889.2,0.00430480518013568,1
22.65,25.42,438.0,880.75,0.0043231196096785,1
22.6,25.2675,442.5,868.75,0.0042838925937963,1
22.6,25.218000000000004,439.8,861.0,0.00427544259793873,1
22.6,25.2,439.8,860.6,0.0042723699287058,1
22.6,25.2,435.5,864.0,0.0042723699287058,1
22.6,25.15,430.75,859.0,0.00426383489458762,1
22.6,25.14,440.6,854.4,0.00426212791568025,1
22.6,25.15,428.2,847.4,0.00426383489458762,1
22.6,25.04,432.2,837.2,0.00424505863838244,1
22.6,25.05,431.75,834.75,0.00424676552424079,1
22.6,25.06,429.2,832.4,0.0042484724194037,1
22.6,25.0,433.0,832.0,0.0042382311879931205,1
22.6,25.0,433.0,836.25,0.0042382311879931205,1
22.6,25.0,428.2,832.6,0.0042382311879931205,1
22.6,25.025,428.25,821.5,0.0042424983270408,1
22.6,25.1,425.4,832.4,0.00425530009310245,1
22.6,25.08,429.2,832.4,0.0042518862376435,1
22.56,25.02,433.0,830.75,0.0042312841785683,1
22.58,25.08,433.0,821.5,0.00424669048857924,1
22.575,25.075,433.0,818.25,0.00424454028030122,1
22.56,24.912,433.0,819.8,0.00421289593420237,1
22.55,25.2,433.0,822.5,0.00425932809708705,1
22.6,24.9175,433.0,818.0,0.00422415004171152,1
22.58,25.06,433.0,812.8,0.00424328087024612,1
22.5666666666667,24.908333333333303,433.0,816.5,0.00421398909213464,1
22.525,24.945,433.0,822.25,0.00420949461543371,1
22.54,24.89,433.0,825.0,0.0042040055610701,1
22.5,24.865,433.0,816.5,0.00418949204255268,1
22.5,24.9175,433.0,811.5,0.00419839744963948,1
22.5,24.911666666666697,433.0,811.0,0.00419740794745465,1
22.56,24.81,433.0,812.2,0.00419553025049749,1
22.525,24.89,426.0,814.25,0.0042001506349515294,1
22.52,24.976,430.2,824.0,0.0042134725650431895,1
22.575,25.075,433.0,834.5,0.00424454028030123,1
22.6,25.0,433.0,837.0,0.0042382311879931205,1
22.6,25.0214285714286,433.0,841.166666666667,0.0042418887321879605,1
22.6,25.042857142857102,433.0,845.333333333333,0.00424554631910682,1
22.6,25.1,433.0,854.75,0.00425530009310245,1
22.6,25.1,428.333333333333,850.333333333333,0.00425530009310245,1
22.6,25.08,424.6,845.4,0.0042518862376435,1
22.6,25.1666666666667,433.0,854.333333333333,0.00426667988011176,1
22.6,25.0666666666667,428.333333333333,849.333333333333,0.00424961035468154,0
22.6,25.2,422.5,853.0,0.0042723699287058,0
22.6,25.2,423.666666666667,853.0,0.0042723699287058,0
22.54,25.16,424.6,852.0,0.0042499210749079,0
22.54,25.16,427.4,853.6,0.0042499210749079,0
22.54,25.14,421.8,845.6,0.0042465196948245,0
22.525,25.1,426.0,834.25,0.00423582915169482,0
